Paper_ID,Material,Substrate,Method,Gas_Mixture_Std,Power_W,Working_Pressure_Pa,Base_Pressure_Pa,Temperature_C,Thickness_nm
10.1016_S0925-4005(99)00093-3,Tin dioxide (SnO2) modified with copper (Cu),Silicon with insulating SiO2 layer,DC-magnetron sputtering,Ar/O2,,,,306.85,
10.1016_S0925-4005(99)00146-X,Titanium and tungsten mixed oxides (W-Ti-O),,r.f. magnetron sputtering,Ar/O2,,,,"[600.0, 800.0]",
10.1016_S0925-4005(99)00227-0,Solid electrolyte,,RF magnetron sputtering,Unknown,,,,,
10.1016_S0925-4005(99)00295-6,W-Ti-O mixed oxides,polycrystalline Al2O3 or monocrystalline 110-oriented Si,reactive r.f. magnetron sputtering,Ar/O2,300.0,0.4,,300.0,300.0
10.1016_S0925-4005(99)00360-3,WO,alumina substrate,dc reactive sputtering,Unknown,,,,"[200.0, 600.0]",300.0
10.1016_S0925-4005(99)00406-2,"SnO2-Ag2O, SnO2-Ag, and SnO2-CuO",Silicon substrates with Si3N4 surface layer and Pt interdigitating electrodes,Magnetron sputtering,Unknown,,,,450.0,
10.1016_S0925-4005(99)00504-3,WO,alumina substrates with platinum interdigital electrodes,"sol-gel (SG), r.f. sputtering (RFS), and vacuum thermal evaporation (VTE)",Unknown,,,,"[500.0, 400.0]",
10.1016_S0925-8388(96)02691-6,YBCO (YBa2Cu3O7),Single crystalline wafers and polycrystalline ceramic plates,"Pulsed laser deposition (PLD), magnetron sputtering (MS), thermal evaporation (TE), plasma flash evaporation (PFE), ion beam assisted deposition (IBAD)",Unknown,,,,,
10.1016_S0925-8388(96)02779-X,YBaCuO,yttria doped polycrystalline zirconia (PYSZ) with 8 mol% Y2O3,in situ r.f. magnetron on-axis sputtering,Ar/O2/H2,,39.9966,,,
10.1016_S0925-8388(96)02799-5,REBa2Cu3O7 (REBCO) / DyBa2Cu3O7,(001) SrTiO3,off-axis RF-magnetron sputter deposition and pulsed laser deposition (PLD),Unknown,,,,,
10.1016_S0925-9635(03)00076-1,Aluminium nitride (AlN),Si wafers (100 and 111),DC-reactive magnetron sputtering (DC-RMS),Ar/N2,,,,400.0,
10.1016_S0925-9635(03)00274-7,ZnO,p-type (100) silicon wafers with copper metallization (Cu/Ti/Si or Cu/TaN/Si),r.f. magnetron sputter deposition,Ar/O2,200.0,6.6661,0.0066661,,
10.1016_s0925-9635(97)00224-0,B/hBN thin films,,Sputter deposition,Unknown,,,,,
10.1016_S0927-0248(00)00075-1,Al-doped zinc oxide (AZO),,rf magnetron sputtering,Unknown,180.0,1.3332199999999998,,,500.0
10.1016_S0927-0248(00)00097-0,Indium tin oxide (ITO),glass substrate,ion beam sputtering,Ar/O2,,,,100.0,
10.1016_S0927-0248(00)00184-7,ZnO:Al,glass,magnetron sputtering (rf and dc),Unknown,,,,,
10.1016_S0927-0248(00)00258-0,"ZnO, CIGS, Zn(O,S,OH)V",,DC-sputtered,Unknown,,,,,
10.1016_S0927-0248(00)00291-9,ZnO:B,i-ZnO/CdS/CIGS/Mo,RF magnetron sputtering,Ar,,,,,
10.1016_S0927-0248(01)00043-5,NiOxHy,,DC magnetron sputtering,O2/H2,,,,,60.0
10.1016_S0927-0248(01)00068-X,Gold,Cu2O films on Mo substrate,sputtering,Unknown,,,,,15.0
10.1016_S0927-0248(01)00077-0,Au/ZnO nanocomposite films,,co-sputtering,Unknown,,,,,
10.1016_S0927-0248(01)00078-2,Cu/ZnO composite films,quartz glass substrates,r.f. co-sputtering technique,Unknown,,,,,
10.1016_S0927-0248(01)00104-0,Al-doped zinc oxide (ZnO : Al),glass substrates,rf magnetron sputtering,Unknown,,,,,
10.1016_S0927-0248(02)00114-9,"Amorphous (a-Si:H) and microcrystalline (mc-Si:H) silicon, ZnO:Al",30 x 30 cm^2,Sputtering and plasma enhanced chemical vapour deposition (PECVD),Unknown,,,,,
10.1016_S0927-0248(02)00141-1,ZnO:5.7 wt% Ga2O3 (5.7GZO),CIGS-based submodules,Sputtering,Unknown,,,,2001.0,
10.1016_S0927-0248(02)00213-1,Ni and Cr oxide,,reactive DC magnetron sputtering,Unknown,,,,,
10.1016_S0927-0248(02)00215-5,Titanium oxide,SnO2:F coated glass,Reactive DC magnetron sputtering,Ar/O2,,,,,
10.1016_S0927-0248(02)00472-5,Tungsten oxide (WO3),,Reactive sputtering,Unknown,,,,,
10.1016_S0927-0248(95)00051-8,WxV~_xO 2,glass,reactive dc magnetron cosputtering,Unknown,,,,,
10.1016_S0927-0248(95)00177-8,Tungsten oxide / oxyfluoride,,Reactive DC magnetron sputtering,Ar/O2,,,,,
10.1016_S0927-0248(95)00178-6,Sn oxide,,reactive rf magnetron sputtering,Unknown,,,,,
10.1016_S0927-0248(96)00066-9,Al-doped ZnO,,rf magnetron sputtering,Unknown,,,,"[25.0, 200.0]",
10.1016_S0927-0248(96)00067-0,Indium-tin-oxide (ITO),GaAs solar cells,RF sputtering,Ar,,,,25.0,20.0
10.1016_S0927-0248(97)00055-X,ZnO (ZnO:Al and ZnO:B),CIGS-based thin-film solar cells,MOCVD and DC magnetron sputtering,Unknown,,,,,
10.1016_S0927-0248(97)00222-5,"WO, Li Ni O, V O, LiCoO, CeO -TiO",Transparent conductors,"Sputtering, pulsed laser deposition (PLD), and sol-gel techniques",Unknown,,,,,
10.1016_S0927-0248(97)00223-7,Lithium nickel oxide,,Sputtering and pulsed laser deposition (PLD),O2,,7.99932,,25.0,150.0
10.1016_S0927-0248(97)00267-5,W-Ce oxide and Ti-Ce oxide,,reactive DC magnetron sputtering,Unknown,,,,,
10.1016_S0927-0248(98)00033-6,Mo oxide,,Dual-target reactive DC magnetron sputtering,Unknown,,,,,
10.1016_S0927-0248(98)00057-9,RuO,Si,metal-organic chemical vapor deposition (MOCVD) and reactive sputtering,Unknown,,,,25.0,
10.1016_S0927-0248(98)00059-2,V Ti O V,,RF sputtering,Unknown,,,,,
10.1016_S0927-0248(98)00076-2,Ni-oxide-based films,,Cathodic electrodeposition and reactive sputtering,Unknown,,,,,
10.1016_S0927-0248(98)00132-9,Zr-Ce oxide,,reactive DC magnetron co-sputtering,Unknown,,,,,
10.1016_S0927-0248(98)00135-4,vanadium oxide,,RF-sputtering,O2,,,,,
10.1016_S0927-0248(98)00139-1,Lithium nickel oxide,,Sputtering and laser ablation,Unknown,,,,,
10.1016_S0927-0248(98)00190-1,Tungsten oxide and titania-doped tungsten oxide,,Sol-gel dip coating and DC magnetron sputtering,Unknown,,,,"[300.0, 400.0]",
10.1016_S0927-0248(98)00204-9,CdTe/CdS,soda lime glass,sputtering and close space sublimation,Unknown,,,,,
10.1016_S0927-0248(99)00044-6,Ti oxide,Electrically conducting glass substrates,Reactive DC magnetron sputtering,Unknown,,,,,
10.1016_S0927-0248(99)00109-9,Mo-Ti oxide,,Reactive DC magnetron sputtering,Unknown,,,,,
10.1016_S0927-796X(00)00026-7,"Pb(Zr x Ti 1-x )O 3, YBa 2 Cu 3 O 7-d (YBCO), BaTiO 3, Ba x Sr 1-x TiO 3 (BSTO), SrRuO 3",various single crystal substrates,"Pulsed laser deposition (PLD), laser molecular beam epitaxy (L-MBE), magnetron-sputtering",Unknown,,,,,
10.1016_S0928-4931(02)00078-4,Indium tin oxide (ITO),Organic or polymeric materials,RF cathodic sputtering,Unknown,,,,,
10.1016_S0955-2219(01)00067-X,Al 1-x Ti x N solid solution,Quartz and (100) Si wafer,Planar rf magnetron sputtering,Unknown,,,5e-05,,300.0
10.1016_S0955-2219(01)00076-0,"BaTiO3, LiNbO3, Pb(Zr0.53Ti0.45W0.01Cd0.01)O3 (PZT)","Platinum, stainless steel foil, nickel",RF sputtering,O2,,30.0,,,
10.1016_S0955-2219(01)00127-3,8 mol% yttria-stabilised zirconia (8YSZ),NiO/YSZ and Al2O3 (polished alumina ceramics),dc reactive sputtering,Ar/O2,60.0,0.2,9.999999999999999e-05,700.0,10000000.0
10.1016_S0955-2219(01)00131-5,Y-stabilized ZrO2 (YSZ),porous NiO-YSZ,Reactive DC-sputtering,Ar/O2,,,,,8000000.0
10.1016_S0955-2219(03)00147-X,ZnO,High resistivity oriented Si wafers (coated with SiO2 and Au) and fused quartz (coated with Au),RF sputtering,Ar/O2,,,,,
10.1016_S0955-2219(03)00324-8,PLT (Pb 0.9 La 0.1 TiO 3 ),(001) STO (SrTiO 3 ) and YBCO (YBa 2- Cu 3 O 7 ) interlayer on STO,R.F. magnetron sputtering,Ar/O2,,,,650.0,
10.1016_S0955-2219(03)00380-7,Ni x Mn 3-x O 4+,Oxide coated <100> silicon (SiOx),rf magnetron sputtering,Ar/O2,,,,,600.0
10.1016_S0955-2219(03)00404-7,"Pb(Zr,Ti)O3 (PZT)",(111)textured Pt electrodes,in situ sputter deposition,Unknown,,,,,
10.1016_s0955-2219(97)00031-9,"Lead zirconate titanate [Pb(Zr,Ti)O3 or PZT]",,Single target sputtering,Unknown,,,,,
10.1016_s0955-2219(98)00439-7,"PbTiO3 and Pb(Zr,Ti)O3 (PZT)",,RF magnetron sputtering,Unknown,,,,,
10.1016_s0955-2219(99)00008-4,PZT (54/46),silicon substrates,r.f. magnetron sputtering,Unknown,,,,,
10.1016_S0956-5663(98)00057-8,Diamond-like carbon (DLC),"Silicon, silicon oxide, and platinum",Radio frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_S0964-1807(98)00046-5,YBa2Cu3O7-x (YBCO),SrTiO3 bicrystal substrate,Hollow cathode discharge sputtering,Ar/O2,,,,800.0,
10.1016_S0965-9773(97)00183-9,Tin oxide,Si(100),Hybrid ion beam (HIB) technique (R-PIBD and gas ion gun),O2,,,,,
10.1016_S0965-9773(99)00336-0,Cu2O and metallic Cu,Glass or quartz,DC magnetron sputtering,Other,,0.266644,,"[26.850000000000023, -196.14999999999998]",
10.1016_S0965-9773(99)00371-2,Tin oxide (SnO2),Polycrystalline alumina,Reactive r.f. magnetron sputtering,Ar/O2,,,,"[250.0, 25.0]",
10.1016_S1001-0521(06)60068-5,Tin-doped indium oxide (ITO),,Radio frequency (RF) planar magnetron sputtering with IR irradiation,Ar/O2,,,,25.0,
10.1016_S1001-0521(06)60096-X,AB5-based (LaN&410.75),Cu substrate,dc magnetron sputtering,Unknown,,,,,
10.1016_S1001-0521(07)60050-3,V2O5,silicon wafers,DC magnetron sputtering,Unknown,,,,"[511.0, 500.0]",
10.1016_S1001-0521(07)60054-0,Aluminum-doped zinc oxide (AZO),sapphire (002) and glass,radio frequency magnetron cosputtering and sputtering,Ar,,,,,
10.1016_S1001-0521(07)60060-6,ITO (Indium Tin Oxide),Glass and silicon,r.f. magnetron sputtering,Unknown,,,,200.0,
10.1016_S1003-6326(06)60184-2,Fe304,Si (100),DC magnetron reactive sputtering,Unknown,,,,,20.0
10.1016_S1003-6326(06)60195-7,ZnO,Free-standing diamond films,Radio-frequency (RF) reactive magnetron sputtering,Unknown,,,,,
10.1016_S1003-6326(07)60010-7,iron-doped nickel oxide,,RF reactive magnetron sputtering,Ar/O2,,,,,
10.1016_S1003-6326(13)62912-X,TiO2 ZnO heterojunction composite films,,UDP450 magnetron sputter ion plating,Unknown,,,,,
10.1016_S1003-6326(17)60230-9,Al-doped ZnO (AZO),glass,rf-sputtering,Unknown,,,,25.0,
10.1016_S1003-6326(19)65164-2,Indium tin oxide (ITO),,rf-sputtering with oblique angle deposition (OAD),Unknown,,,,250.0,
10.1016_S1350-4495(01)00058-5,mixed vanadium oxide,quartz glass and Si(1 0 0),reactive ion-beam sputtering followed by post-deposition annealing,Unknown,,,,22.850000000000023,
10.1016_S1359-6454(03)00420-8,Ti-50.0at.%Ni,,Sputtering,Unknown,,,,,
10.1016_S1359-6462(01)00800-4,"Pt/SnO2, Pt/SnO2:Nb, and Pt/SnO2:Nb2O5",c-axis sapphire and SiO2 encapsulated W grids,RF magnetron sputtering,Ar/O2,,0.133322,1.3332200000000001e-06,25.0,"[0.2, 0.8, 400.0]"
10.1016_S1359-6462(01)00808-9,"Ag, Cu2O, Cu, Pt, Al2O3, TiO2, ZnO, CdS, TiN",,High pressure magnetron sputtering (dc and rf),Ar,50.0,26.6644,1333.22,-173.14999999999998,
10.1016_S1369-8001(00)00031-7,Ti x Al y N z,SiO 2 /Si,Co-sputtering,Unknown,,,,1000.0,
10.1016_S1369-8001(00)00109-8,BaTiO3,p-type Si(100),RF magnetron sputtering,Unknown,,,4e-08,"[200.0, 700.0]",100.0
10.1016_S1369-8001(02)00054-9,Polycrystalline ZnO,glass wafers,RF reactive sputtering,Ar/O2,,,,25.0,
10.1016_S1463-0184(02)00026-6,Yttrium oxide (Y2O3),"Si, MgO and SrTiO3",Ion beam sputtering,Unknown,,,,,
10.1016_S1468-6996(02)00024-4,Ge-SiO2,(100) oriented p-type Si,RF magnetron sputtering,Ar,200.0,2.0,0.0002,200.0,300.0
10.1021_acsaelm.2c00963,Ru,Graphene buffered SiO2/Si,DC magnetron sputtering,Ar,60.0,0.399966,1.199898e-05,600.0,3.9
10.1021_acsaelm.2c01132,Cu nanoparticles embedded in a Cu2O matrix,Glass,Reactive DC magnetron sputtering,Ar/O2,,,0.04,25.0,"[200.0, 10.0]"
10.1021_acsaelm.3c01642,SrVO3,Si (100) with and without TiO2 seed layer,RF magnetron sputtering,H2,45.0,0.399966,,400.0,28.0
10.1021_acsaelm.4c01396,N and Mg-doped Cu2O,Glass,RF magnetron sputtering,Ar/N2,69.0,0.6666099999999999,1.3332200000000001e-05,25.0,200.0
10.1021_acsami.3c14419,V2O5,Corning glass with silver nanowire (AgNW) network and oxide protective layer (SnO2 or ZnO),Radio frequency magnetron sputtering (RFMS),Ar/O2,200.0,2.0,310.0,210.0,
10.1021_acsami.5c10481,Ag,"Float glass, Si(001) wafer covered by native SiO2, and ZnO(001) wurtzite single crystals",Direct current magnetron sputtering,Ar/O2/N2,,,"[1000.0, 1000.0]",,12.0
10.1021_acsami.9b18628,AlOx-Cu dielectric-metal (ACDM) nanocomposite,Si and glass (Corning 2497),Sputtering Atomic Layer Augmented Deposition (SALAD),Ar/H2,,,,,0.54
10.1038_s41563-024-01931-y,"Platinum (Pt), Lithium Cobalt Oxide (LiCoO2), Titanium (Ti), Lithium Phosphorus Oxynitride (LiPON), Silicon (Si), Chromium (Cr)","Si/SiO2 wafer, Poly(dimethyl siloxane) (PDMS), Polyethylene terephthalate (PET)","Direct current (d.c.) magnetron sputtering, Radio frequency (r.f.) sputtering, Thermal evaporation",Ar/O2,,,,700.0,"[200.0, 500.0, 1000.0, 2000.0, 330.0, 10.0, 330.0, 1200.0, 80.0, 25.0, 50.0]"
10.1038_s43246-020-00086-y,MoS2,Si/SiO2,Radio-frequency (RF) magnetron sputtering and thermal sulfurization,Ar/H2,150.0,1.3332199999999998,0.000399966,"[25.0, 750.0]",1.64
10.1039_c3ta11758h,Yttria-stabilized zirconia (YSZ),Nanoporous anodic aluminum oxide (AAO),Atomic layer deposition (ALD) and sputtering,Ar/O2,,0.67,4.0,"[250.0, 25.0]",390.0
10.1039_c3ta14865c,MoO2,Copper foil,RF magnetron sputtering,Ar/O2,80.0,0.6,0.0005,25.0,1000000.0
10.1039_c3ta15052f,Aluminum Zinc Oxide (AZO),Silicon (Si) and polyamide,Radio frequency (RF) magnetron sputtering and pulsed Direct Current (DC) magnetron sputtering,Unknown,"[200.0, 75.0, 100.0]",0.266644,,"[25.0, 199.85000000000002, 299.85]",900.0
10.1039_c4nr02949f,Li-Co-Ni-Mn oxide (LiCo1/3Ni1/3Mn1/3O2),"Al foil, Si wafer, and Si/Al double layer",Radio frequency magnetron sputtering,Ar/O2,80.0,1.0,1e-05,400.0,"[2350000.0, 2230000.0, 500.0]"
10.1039_c4nr04529g,MoO3,"Soda lime glass, fused quartz, silicon wafer (100, n-type), polycrystalline alumina, and single-crystalline (0001) sapphire",RF magnetron sputtering and subsequent annealing,Ar,150.0,10.0,0.00030000000000000003,399.85,272.0
10.1039_c4nr06550f,CeOx (Cerium oxide),Graphite foil,r.f. magnetron sputtering,Ar,100.0,0.4,,25.0,"[0.5, 1.0, 1.5, 5.0, 12.0, 20.0, 30.0]"
10.1039_c4ta04720f,a-Fe2O3 (hematite),Fluorine-doped tin oxide (FTO),Radio frequency (RF) magnetron sputtering,Ar,50.0,0.8,4e-06,25.0,50.0
10.1039_c4tc01831a,Amorphous boron-indium-zinc-oxide (a-BIZO),SiO2 (100 nm)/Si-p-type and Corning glass,Radio-frequency (RF) sputtering,Ar/O2,100.0,0.6666099999999999,,25.0,35.0
10.1039_c5nr05195a,In2O3/CuO bilayer and multilayer porous thin films,Silicon with a 200 nm silicon dioxide layer (SiO2/Si),Radio-frequency (RF) magnetron sputtering,Unknown,,,,25.0,"[80.0, 40.0]"
10.1039_c5nr06808h,Y3Fe5O12 (YIG),"(111)-oriented gadolinium gallium garnet (Gd3Ga5O12, GGG)",Magnetron sputtering,Ar,75.0,,,25.0,40.0
10.1039_c5nr09032f,Molybdenum disulfide (MoS2),SiO2/Si (300 nm-SiO2/p+ silicon),RF magnetron sputtering combined with sulfurization,Ar/O2,150.0,2.66644,0.000266644,"[300.0, 650.0]","[0.8, 1.4, 2.2, 3.2]"
10.1039_c5ta01186h,SnCuxOy/LiPON/Si composite films,N-type 4-in (100) Si wafers,Radio frequency (RF) magnetron sputtering,Ar/O2/N2,"[100.0, 120.0]","[1.3, 1.33]",,,200.0
10.1039_c5ta07586f,"Nickel, Iridium, Ruthenium",Glassy carbon disks,Reactive sputtering,Ar/O2,"[200.0, 150.0]",1.133237,,"[300.0, 25.0]",
10.1039_c7ta00499k,Pd,NiO-YSZ fuel electrode support,Radio frequency (RF) sputtering and pulsed laser deposition (PLD),Ar,,"[0.667, 6.67, 13.3]",,"[25.0, 700.0]","[15.0, 30.0, 60.0, 1000.0, 200.0, 3000.0, 2000.0]"
10.1039_c7ta10273a,Nickel-Samaria Doped Ceria (Ni-SDC),Scandia Stabilized Zirconia (ScSZ),Reactive radio frequency (RF) sputtering,Ar,50.0,11.99898,,25.0,500.0
10.1039_c8ce00773j,Nitrogen-doped TiO2,Glass,Direct-current (DC) magnetron sputtering,Ar/O2/N2,500.0,0.009800000000000001,,100.0,
10.1039_c8mh00402a,Al-doped ZnO (ZnO:Al),Borosilicate glass,"Sputtering, Atomic Layer Deposition (ALD), Atmospheric Pressure Spatial Atomic Layer Deposition (AP-SALD)",Unknown,,,,200.0,205.0
10.1039_c8nr02986e,NiO and Nb,Si,"Radio-frequency (RF) magnetron sputtering, Spin coating, Evaporation",Unknown,,,,400.0,"[50.0, 100.0, 150.0]"
10.1039_c8nr06095a,ITO,FTO/glass,radio-frequency magnetron sputtering,Unknown,,,,,350.0
10.1039_c8ta05157g,Scandia-stabilized zirconia (ScSZ),"YSZ pellets, (100) silicon wafers, anodic aluminum oxide (AAO)",RF sputtering,Ar,160.0,0.67,,25.0,100.0
10.1039_c9ce00478e,NbON,r-TiO2 (101),RF reactive sputtering,O2/N2,20.0,0.5,0.0002,"[650.0, 500.0]","[60.0, 60.0]"
10.1039_c9na00654k,Cu2S/ITO/CuZnMo multilayer thin films,Soda lime (SL) glass,Magnetron sputtering,Ar,100.0,0.2,,500.0,"[1200000.0, 200.0, 480.0]"
10.1039_c9tc03613j,amorphous Ga2O3,fused quartz,RF magnetron sputtering,Ar,100.0,,,25.0,
10.1039_c9tc04815d,Barium tin oxide BaSnO3 (BSO),"n-type silicon (Si), SiO2/silicon (SiO2/Si), boron-glass, and quartz",RF sputter deposition,Ar/O2,50.0,0.399966,0.0001,,"[100.0, 10.0]"
10.1039_d0ce00052c,ZnO-NiO composite thin films,300 nm-thick SiO2/Si,RF cosputtering,Ar/O2,"[120.0, 110.0]",1.99983,,350.0,180.0
10.1039_d0ce00562b,Bi2O3,F-doped tin oxide (FTO) and 300 nm-thick SiO2/Si,Radio-frequency (rf) magnetron sputtering,Ar/O2,30.0,2.66,,"[225.0, 325.0, 425.0, 25.0]",
10.1039_d0en00261e,FeOx,Polyester textile (PES),High-power impulse magnetron sputtering (HiPIMS),Ar/O2,,,10.0,,32.0
10.1039_d0mh01540g,TiO2,LiNbO3 (128° Y-cut),Reactive Magnetron Sputtering (Normal and Oblique Angle Deposition),Ar/O2,,,,,70.0
10.1039_d0na00066c,1T' MoTe2,HOPG and Al2O3 (sapphire),High-pressure DC co-sputtering,Ar,5.0,19.9983,0.000133322,25.0,
10.1039_d0nj02690e,V2O5-CdO (CdV2O6),Glass,DC reactive magnetron co-sputtering,Ar/O2,"[100.0, 30.0]",0.9900000000000001,0.0045000000000000005,,450.0
10.1039_d0nr01762k,Lanthanum iron oxide (LaFeO3),Fluorine-doped tin oxide (FTO)-coated glass,Radio frequency (RF) magnetron sputtering deposition,Ar,70.0,5.0,0.001,25.0,350.0
10.1039_d0nr07699f,HfxZr1-xO2 (HZO),p-doped Si(100),RF-magnetron sputtering,Ar/O2,200.0,0.0012,10.0,25.0,10.0
10.1039_d0nr08082a,ZnO,SiO2 (300 nm)/Si,Radio frequency sputtering,Ar/O2,,,,,180.0
10.1039_d0ta00654h,Magnesium zirconium oxynitride (MZNO) and magnesium zirconium nitride (MZN),Corning Eagle XG glass and glassy C,Combinatorial RF sputtering,Ar/N2/H2,,"[1.3332199999999998, 0.6666099999999999]","[9.332539999999999e-05, 1.33322e-05]",400.0,
10.1039_d0ta06255c,Nickel (Ni),Anodic aluminum oxide (AAO),Direct current (DC) magnetron sputtering,Ar,200.0,8.0,,25.0,800.0
10.1039_d0tc06117d,Cu-Mg-Ni-Zn-Mn (CMNZM) oxide,glass and p+ -Si-substrate,radio-frequency (RF) sputtering,Ar,40.0,,1333.22,25.0,60.0
10.1039_d1ce00308a,WO3-ZnO composite nanorods,In-doped SnO2 (ITO) glass,Radio-frequency sputtering,Ar,,1.3332199999999998,,"[375.0, 400.0, 25.0]",100.0
10.1039_d1lc01116b,Al doped ITZO,ITO-coated glass,RF-sputtering,Unknown,,,,"[350.0, 325.0]",20.0
10.1039_d1na00586c,"Ag, Si3N4, Al2O3",Fused silica glass,Ion-beam sputtering (IBS),O2/N2,,,6.000000000000001e-06,"[400.0, 25.0]",230.0
10.1039_d1ta02525b,Vanadium dioxide (VO2) nanocomposite (VO2/V3O7/V2O5),Quartz,DC reactive magnetron sputtering followed by rapid thermal annealing (RTA),Ar/O2,,,,25.0,300.0
10.1039_d1ta03049c,1 mol% SiO2-doped Ba(Zr0.35Ti0.65)O3 (BZTS),p-type Si (100) and HfO2 buffered Si substrates,Radio-frequency (RF) magnetron sputtering,Ar/O2,,20.0,,700.0,"[415.0, 13.5]"
10.1039_d2nr02279f,Al-doped ZnO (AZO),Quartz,Magnetron co-sputtering,Unknown,"[90.0, 0.0, 2.0, 6.0, 10.0]",2.0,0.0006000000000000001,300.0,
10.1039_d2ta01021f,"Lithiated vanadium oxide (LVO), LixV2O5","Si wafer coated with 500 nm SiO2, 10 nm Ti adhesion layer, and 50 nm Au current collector",Co-sputtering (RF-magnetron sputtering),Ar/O2/N2,"[90.0, 120.0, 65.0, 90.0, 280.0]",0.199983,,300.0,100.0
10.1039_d2ta06095g,ZnO-PTFE (Zinc Oxide-Polytetrafluoroethylene) composite,Indium tin oxide-coated polyethylene terephthalate (ITO/PET) and glass,On-axis gun radio frequency (RF) co-sputtering,Ar,"[60.0, 60.0]",2.6664399999999997,,25.0,"[30.0, 150.0, 300.0]"
10.1039_d2tc02180c,Aluminum doped zinc oxide (AZO),Soda lime glass,Radio-frequency magnetron sputtering,Unknown,30.0,,,50.0,
10.1039_d2tc03761k,a-IGZO,ITO-coated glass,RF magnetron sputtering,Ar/O2,50.0,0.533288,,25.0,
10.1039_d3mh02113k,Amorphous hafnia (a-HfO2),300 mm wafer,DC reactive sputtering and atomic layer deposition (ALD),Ar/O2,100.0,0.6666099999999999,,200.0,"[5.8, 15.0, 20.0]"
10.1039_d3na00552f,SnO2 functionalised with Pt nanoparticles,CMOS-integrated micro-hotplate chips (Si),Spray pyrolysis and magnetron-sputtering inert-gas condensation,Ar/N2,7.0,"[0.1, 100.0]",1000.0,"[400.0, 25.0]","[50.0, 3.0]"
10.1039_d3ta05699f,NiFeV-oxide,,Magnetron sputtering,Ar,50.0,1.266559,1333.22,200.0,250.0
10.1039_d3tc00345k,N-doped Ga2O3,c-face sapphire,Radio frequency magnetron sputtering (RFMS),Ar,100.0,1.0,,"[25.0, 400.0, 500.0, 600.0, 700.0, 800.0]",
10.1039_d3tc00753g,Indium gallium zinc oxide (IGZO),Crystalline IGZO,Sputtering,Unknown,,,,26.850000000000023,
10.1039_d3tc01379k,Indium gallium zinc tin oxide (IGZTO),SiO2/Si (100 nm SiO2 layer on P-type doped Si wafer),RF magnetron sputtering,Ar/O2,50.0,0.133322,,"[25.0, 200.0, 250.0, 350.0]",40.0
10.1039_d3tc03702a,"Au, TiO2",ZnO nanowire arrays on FTO/glass,Magnetron sputtering and Atomic Layer Deposition (ALD),Unknown,,,,500.0,"[3.0, 5.0, 10.0]"
10.1039_d4ce01211a,Vanadium dioxide (VO2),c-type sapphire,DC pulsed power magnetron sputtering,Ar/O2,200.0,0.5,0.0005,550.0,100.0
10.1039_d4ma01113a,Nickel oxide (NiO and Ni2O3),Glass and n-type Si,RF-magnetron sputtering,Ar/O2,70.0,0.66661,1333.22,250.0,
10.1039_d4nh00159a,Silver (Ag),Zinc oxide (ZnO) thin film on Silicon (Si) wafers,High-power impulse magnetron sputter deposition (HiPIMS),Ar,40.0,0.36,,100.0,"[1.6, 3.1, 6.4, 9.4]"
10.1039_d4nj02130d,Ag nanoparticles,Cu2O film on FTO conducting glass,Magnetron sputtering deposition,Unknown,,,,,
10.1039_d4nr03476g,MnO2,CNCs/graphite,RF magnetron sputtering,Ar/O2,70.0,1.0532438,0.00066661,150.0,800.0
10.1039_d4tc04908j,Amorphous gallium oxide (a-GaOx),Heavy p-type doped silicon wafers (p+-Si) with a 100 nm SiO2 layer,Radio frequency (RF) magnetron sputtering,Ar/O2,90.0,,8e-05,25.0,25.0
10.1039_d5ce00054h,Gadolinium-doped vanadium dioxide (VO2),c-sapphire,Dual-axis reactive magnetron sputtering,Ar/O2,"[250.0, 0.0]",0.5,0.005,550.0,150.0
10.1039_d5na00629e,ZnO/Ag/ZnO and Ag/ZnO/Ag,Glass,Atomic Layer Deposition (ALD) and DC magnetron sputtering,Ar/N2,,"[100.0, 900.0, 0.7000000000000001]",2.9999999999999997e-05,100.0,50.0
10.1039_d5na00664c,Nitrogen-doped Cu4O3 (Cu4O3-x),"Quartz, fluorine-doped tin oxide (FTO), and silicon",DC magnetron sputtering,Ar/O2/N2,80.0,0.133322,0.000133322,150.0,280.0
10.1039_d5nr02583d,NiO-Au-ZnO (NAZ) triple-layer heterostructure,glass,Mist spin spray (MSS) and magnetron sputtering,Unknown,,,,"[90.0, 80.0, 500.0]",
10.1039_d5ta02870a,Li 1.0 Ni 0.6 Co 0.2 Mn 0.2 O 2 (NCM622),Ti (50 nm)/Pt (300 nm)-coated stainless-steel (SS),RF magnetron sputtering,Ar,80.0,0.6666099999999999,,25.0,
10.1039_d5ta03441h,"Ti-O thin films (TiO, Ti2O3, and TiO2)","Amorphous silica, ITO-coated glass, titanium foil, and silicon wafers",Reactive RF magnetron sputtering,Ar/O2,10.0,1.6,1000.0,350.0,
10.1039_d5tc01843a,IGZO/In2O3 bilayer,Highly doped n-type monocrystalline silicon (100) with a 300 nm SiO2 layer,RF magnetron sputtering,Ar,50.0,"[0.8, 0.9]",1e-05,20.0,"[20.0, 8.0]"
10.1039_d5tc02740c,CAU-17 (via Bi2O3 precursor),"Quartz, FTO substrate, and carbon paper",Reactive DC magnetron sputtering,Ar/O2,50.0,,0.0055195308,"[25.0, 130.0]",
